Date,temperatur_emax(°C),prec_sum (mm),rain_sum (mm)
2019-11-20,10.2,7.90,7.90
2019-11-21,10.7,1.40,1.40
2019-11-22,11.2,0.00,0.00
2019-11-23,8.7,0.00,0.00
2019-11-24,9.1,0.00,0.00
2019-11-25,7.8,0.00,0.00
2019-11-26,8.0,0.00,0.00
2019-11-27,9.1,1.60,1.60
2019-11-28,9.4,0.00,0.00
2019-11-29,11.4,0.80,0.80
2019-11-30,5.6,0.00,0.00
2019-12-01,4.0,0.00,0.00
2019-12-02,3.0,1.70,0.00
2019-12-03,4.5,0.30,0.20
2019-12-04,2.4,0.00,0.00
2019-12-05,-0.1,0.00,0.00
2019-12-06,-0.2,0.00,0.00
2019-12-07,5.3,1.50,1.50
2019-12-08,7.0,0.00,0.00
2019-12-09,4.0,0.20,0.20
2019-12-10,6.7,0.00,0.00
2019-12-11,2.7,0.00,0.00
2019-12-12,1.0,3.00,0.60
2019-12-13,3.5,0.30,0.30
2019-12-14,8.1,0.20,0.20
2019-12-15,6.7,0.00,0.00
2019-12-16,8.8,0.00,0.00
2019-12-17,10.3,0.00,0.00
2019-12-18,10.4,0.00,0.00
2019-12-19,12.7,0.00,0.00
2019-12-20,13.5,0.00,0.00
2019-12-21,12.5,17.40,17.40
2019-12-22,6.4,3.70,3.70
2019-12-23,7.9,13.20,13.20
2019-12-24,9.3,2.80,2.80
2019-12-25,9.7,2.60,2.60
2019-12-26,7.3,0.00,0.00
2019-12-27,6.1,0.00,0.00
2019-12-28,3.1,0.10,0.10
2019-12-29,1.6,0.00,0.00
2019-12-30,1.5,0.00,0.00
2019-12-31,8.6,0.00,0.00
2020-01-01,5.8,0.00,0.00
2020-01-02,2.9,0.00,0.00
2020-01-03,-2.1,0.00,0.00
2020-01-04,5.5,1.20,1.20
2020-01-05,4.4,0.10,0.10
2020-01-06,3.1,0.00,0.00
2020-01-07,1.5,0.00,0.00
2020-01-08,5.7,0.30,0.30
2020-01-09,3.2,1.50,1.50
2020-01-10,0.7,0.00,0.00
2020-01-11,6.6,0.00,0.00
2020-01-12,5.2,0.00,0.00
2020-01-13,3.0,0.00,0.00
2020-01-14,0.1,0.00,0.00
2020-01-15,1.5,0.00,0.00
2020-01-16,2.7,0.00,0.00
2020-01-17,-0.4,0.00,0.00
2020-01-18,-0.6,1.90,0.00
2020-01-19,2.4,7.60,5.00
2020-01-20,4.6,1.40,0.70
2020-01-21,-0.0,0.00,0.00
2020-01-22,1.8,0.00,0.00
2020-01-23,5.1,0.00,0.00
2020-01-24,-0.8,0.00,0.00
2020-01-25,-0.4,0.00,0.00
2020-01-26,-0.4,0.00,0.00
2020-01-27,-0.0,0.00,0.00
2020-01-28,3.1,2.10,2.10
2020-01-29,5.4,3.40,1.60
2020-01-30,8.1,0.20,0.10
2020-01-31,14.6,0.30,0.30
2020-02-01,14.9,0.10,0.10
2020-02-02,14.1,4.90,4.90
2020-02-03,13.6,4.80,4.80
2020-02-04,8.8,4.00,4.00
2020-02-05,5.1,0.90,0.90
2020-02-06,5.3,0.00,0.00
2020-02-07,7.2,0.00,0.00
2020-02-08,6.3,0.00,0.00
2020-02-09,6.7,0.00,0.00
2020-02-10,12.3,0.60,0.60
2020-02-11,8.2,1.70,1.70
2020-02-12,7.9,1.00,1.00
2020-02-13,8.9,0.40,0.40
2020-02-14,10.0,0.20,0.20
2020-02-15,10.8,0.00,0.00
2020-02-16,11.6,0.00,0.00
2020-02-17,12.0,0.00,0.00
2020-02-18,12.1,1.50,1.50
2020-02-19,10.0,0.50,0.50
2020-02-20,9.9,0.00,0.00
2020-02-21,8.1,2.40,2.40
2020-02-22,12.5,0.00,0.00
2020-02-23,17.5,0.00,0.00
2020-02-24,16.3,0.80,0.80
2020-02-25,15.7,0.00,0.00
2020-02-26,10.2,2.20,2.20
2020-02-27,8.0,0.10,0.10
2020-02-28,6.8,2.30,2.20
2020-02-29,10.0,0.00,0.00
2020-03-01,9.9,1.80,1.80
2020-03-02,13.7,8.90,8.90
2020-03-03,11.0,7.50,7.50
2020-03-04,9.8,0.00,0.00
2020-03-05,11.5,0.00,0.00
2020-03-06,8.6,9.60,9.60
2020-03-07,9.3,0.20,0.20
2020-03-08,9.8,0.00,0.00
2020-03-09,11.1,0.00,0.00
2020-03-10,13.1,0.30,0.30
2020-03-11,15.8,4.20,4.20
2020-03-12,21.2,0.00,0.00
2020-03-13,12.6,3.00,3.00
2020-03-14,10.6,0.00,0.00
2020-03-15,9.2,0.00,0.00
2020-03-16,13.3,0.00,0.00
2020-03-17,13.6,0.00,0.00
2020-03-18,18.5,0.00,0.00
2020-03-19,19.9,0.00,0.00
2020-03-20,20.1,0.00,0.00
2020-03-21,9.9,5.40,5.40
2020-03-22,4.4,0.00,0.00
2020-03-23,5.2,0.00,0.00
2020-03-24,8.5,0.00,0.00
2020-03-25,4.1,0.00,0.00
2020-03-26,12.0,0.00,0.00
2020-03-27,17.1,0.00,0.00
2020-03-28,18.7,0.10,0.10
2020-03-29,14.7,0.00,0.00
2020-03-30,5.9,0.00,0.00
2020-03-31,6.9,0.00,0.00
2020-04-01,8.8,0.00,0.00
2020-04-02,13.0,0.00,0.00
2020-04-03,15.4,0.00,0.00
2020-04-04,15.1,0.00,0.00
2020-04-05,18.0,0.00,0.00
2020-04-06,19.7,0.00,0.00
2020-04-07,20.2,0.00,0.00
2020-04-08,21.3,0.00,0.00
2020-04-09,23.6,0.00,0.00
2020-04-10,20.5,0.00,0.00
2020-04-11,19.7,0.00,0.00
2020-04-12,23.1,0.00,0.00
2020-04-13,22.5,3.20,3.20
2020-04-14,9.4,0.60,0.60
2020-04-15,15.8,0.00,0.00
2020-04-16,23.2,0.00,0.00
2020-04-17,24.8,0.00,0.00
2020-04-18,22.7,0.60,0.60
2020-04-19,15.2,4.70,4.70
2020-04-20,16.7,0.00,0.00
2020-04-21,17.7,0.00,0.00
2020-04-22,18.2,0.00,0.00
2020-04-23,20.5,0.00,0.00
2020-04-24,23.0,0.00,0.00
2020-04-25,18.5,0.00,0.00
2020-04-26,17.7,0.00,0.00
2020-04-27,21.2,0.00,0.00
2020-04-28,24.0,0.00,0.00
2020-04-29,17.9,1.80,1.80
2020-04-30,23.1,0.00,0.00
2020-05-01,19.7,1.80,1.80
2020-05-02,19.3,0.40,0.40
2020-05-03,16.0,0.30,0.30
2020-05-04,19.4,0.10,0.10
2020-05-05,16.5,2.80,2.80
2020-05-06,15.4,0.00,0.00
2020-05-07,21.3,0.00,0.00
2020-05-08,24.2,0.00,0.00
2020-05-09,26.8,0.00,0.00
2020-05-10,24.0,0.00,0.00
2020-05-11,24.2,1.10,1.10
2020-05-12,13.7,0.90,0.90
2020-05-13,15.1,3.30,3.30
2020-05-14,15.6,0.60,0.60
2020-05-15,11.0,15.20,15.20
2020-05-16,18.3,0.00,0.00
2020-05-17,22.1,0.10,0.10
2020-05-18,25.5,0.00,0.00
2020-05-19,26.2,0.10,0.10
2020-05-20,21.9,0.00,0.00
2020-05-21,20.2,0.00,0.00
2020-05-22,21.6,0.00,0.00
2020-05-23,19.0,17.20,17.20
2020-05-24,18.2,2.90,2.90
2020-05-25,15.8,6.20,6.20
2020-05-26,15.9,2.30,2.30
2020-05-27,21.0,0.00,0.00
2020-05-28,18.4,0.60,0.60
2020-05-29,17.7,0.30,0.30
2020-05-30,17.1,0.20,0.20
2020-05-31,12.1,8.10,8.10
2020-06-01,22.6,0.00,0.00
2020-06-02,21.5,0.60,0.60
2020-06-03,22.2,6.30,6.30
2020-06-04,25.2,1.20,1.20
2020-06-05,18.3,2.20,2.20
2020-06-06,25.4,0.00,0.00
2020-06-07,28.3,1.10,1.10
2020-06-08,18.6,0.90,0.90
2020-06-09,23.7,5.30,5.30
2020-06-10,19.4,16.30,16.30
2020-06-11,24.2,0.20,0.20
2020-06-12,27.0,0.20,0.20
2020-06-13,29.0,0.00,0.00
2020-06-14,24.5,2.80,2.80
2020-06-15,24.0,0.00,0.00
2020-06-16,22.1,7.20,7.20
2020-06-17,23.7,4.20,4.20
2020-06-18,20.1,11.90,11.90
2020-06-19,21.5,4.40,4.40
2020-06-20,17.6,17.70,17.70
2020-06-21,17.2,23.80,23.80
2020-06-22,24.2,0.50,0.50
2020-06-23,23.8,0.00,0.00
2020-06-24,22.5,0.70,0.70
2020-06-25,23.8,2.60,2.60
2020-06-26,27.4,5.30,5.30
2020-06-27,29.6,0.20,0.20
2020-06-28,31.0,0.00,0.00
2020-06-29,21.9,18.90,18.90
2020-06-30,26.8,0.00,0.00
2020-07-01,30.7,2.80,2.80
2020-07-02,29.2,6.60,6.60
2020-07-03,24.7,2.30,2.30
2020-07-04,26.8,0.00,0.00
2020-07-05,30.0,0.00,0.00
2020-07-06,30.3,2.40,2.40
2020-07-07,21.5,2.40,2.40
2020-07-08,26.6,0.00,0.00
2020-07-09,28.5,0.00,0.00
2020-07-10,33.5,0.00,0.00
2020-07-11,22.6,5.80,5.80
2020-07-12,22.6,0.00,0.00
2020-07-13,23.0,0.00,0.00
2020-07-14,25.2,0.00,0.00
2020-07-15,26.9,0.10,0.10
2020-07-16,23.4,6.40,6.40
2020-07-17,21.1,1.30,1.30
2020-07-18,20.8,8.00,8.00
2020-07-19,23.6,0.70,0.70
2020-07-20,27.8,0.70,0.70
2020-07-21,28.4,3.00,3.00
2020-07-22,27.2,0.20,0.20
2020-07-23,28.6,0.30,0.30
2020-07-24,26.7,6.70,6.70
2020-07-25,25.7,1.80,1.80
2020-07-26,27.9,0.30,0.30
2020-07-27,29.2,0.00,0.00
2020-07-28,35.2,3.80,3.80
2020-07-29,30.0,4.10,4.10
2020-07-30,31.4,0.00,0.00
2020-07-31,32.2,0.00,0.00
2020-08-01,30.3,0.00,0.00
2020-08-02,29.8,0.00,0.00
2020-08-03,22.5,8.10,8.10
2020-08-04,22.1,9.00,9.00
2020-08-05,21.5,0.90,0.90
2020-08-06,28.2,0.10,0.10
2020-08-07,33.0,0.00,0.00
2020-08-08,33.4,0.00,0.00
2020-08-09,32.9,0.00,0.00
2020-08-10,33.2,0.80,0.80
2020-08-11,28.2,5.20,5.20
2020-08-12,31.6,0.00,0.00
2020-08-13,32.0,7.50,7.50
2020-08-14,28.7,5.30,5.30
2020-08-15,27.6,2.00,2.00
2020-08-16,25.8,3.60,3.60
2020-08-17,24.2,14.00,14.00
2020-08-18,24.2,5.20,5.20
2020-08-19,25.4,0.20,0.20
2020-08-20,28.7,0.00,0.00
2020-08-21,30.6,0.00,0.00
2020-08-22,31.8,8.40,8.40
2020-08-23,26.8,4.50,4.50
2020-08-24,25.3,0.00,0.00
2020-08-25,26.0,0.00,0.00
2020-08-26,31.4,0.00,0.00
2020-08-27,26.1,0.00,0.00
2020-08-28,29.0,0.00,0.00
2020-08-29,26.6,0.10,0.10
2020-08-30,30.0,0.40,0.40
2020-08-31,21.1,4.20,4.20
2020-09-01,15.3,27.20,27.20
2020-09-02,20.7,0.60,0.60
2020-09-03,22.5,3.40,3.40
2020-09-04,25.5,0.00,0.00
2020-09-05,27.7,0.00,0.00
2020-09-06,21.0,5.90,5.90
2020-09-07,20.6,5.60,5.60
2020-09-08,23.0,0.00,0.00
2020-09-09,25.5,0.00,0.00
2020-09-10,25.6,0.00,0.00
2020-09-11,24.7,0.20,0.20
2020-09-12,27.6,0.00,0.00
2020-09-13,28.2,0.00,0.00
2020-09-14,28.7,0.00,0.00
2020-09-15,29.2,0.00,0.00
2020-09-16,28.4,0.00,0.00
2020-09-17,24.7,0.20,0.20
2020-09-18,21.1,0.00,0.00
2020-09-19,21.4,0.00,0.00
2020-09-20,23.6,0.00,0.00
2020-09-21,25.8,0.00,0.00
2020-09-22,26.9,0.00,0.00
2020-09-23,24.5,5.50,5.50
2020-09-24,25.7,0.00,0.00
2020-09-25,17.8,20.00,20.00
2020-09-26,13.1,6.50,6.50
2020-09-27,17.3,0.00,0.00
2020-09-28,15.1,15.60,15.60
2020-09-29,14.3,1.00,1.00
2020-09-30,15.5,1.50,1.50
2020-10-01,16.1,0.80,0.80
2020-10-02,19.7,0.00,0.00
2020-10-03,23.9,1.60,1.60
2020-10-04,21.4,8.40,8.40
2020-10-05,17.3,3.70,3.70
2020-10-06,18.8,0.00,0.00
2020-10-07,16.2,0.90,0.90
2020-10-08,17.4,0.00,0.00
2020-10-09,20.8,0.00,0.00
2020-10-10,19.8,3.10,3.10
2020-10-11,13.1,9.30,9.30
2020-10-12,8.5,19.20,19.20
2020-10-13,7.8,24.00,24.00
2020-10-14,8.4,18.60,18.60
2020-10-15,12.1,3.10,3.10
2020-10-16,8.6,9.70,9.70
2020-10-17,10.1,3.60,3.60
2020-10-18,11.8,0.70,0.70
2020-10-19,11.4,0.30,0.30
2020-10-20,14.8,0.00,0.00
2020-10-21,15.2,0.00,0.00
2020-10-22,14.6,0.00,0.00
2020-10-23,10.6,0.00,0.00
2020-10-24,16.6,4.40,4.40
2020-10-25,13.7,0.00,0.00
2020-10-26,17.9,0.00,0.00
2020-10-27,12.2,0.60,0.60
2020-10-28,14.8,0.00,0.00
2020-10-29,12.4,1.30,1.30
2020-10-30,13.0,6.80,6.80
2020-10-31,15.2,1.60,1.60
2020-11-01,12.6,4.60,4.60
2020-11-02,16.4,1.20,1.20
2020-11-03,18.4,0.10,0.10
2020-11-04,13.5,4.20,4.20
2020-11-05,12.1,0.00,0.00
2020-11-06,10.0,0.00,0.00
2020-11-07,12.5,0.00,0.00
2020-11-08,9.6,0.00,0.00
2020-11-09,6.7,0.00,0.00
2020-11-10,7.3,0.00,0.00
2020-11-11,7.3,0.10,0.10
2020-11-12,6.8,0.10,0.10
2020-11-13,7.0,0.00,0.00
2020-11-14,7.7,0.00,0.00
2020-11-15,8.7,0.10,0.10
2020-11-16,9.0,1.00,1.00
2020-11-17,13.1,0.00,0.00
2020-11-18,12.7,0.00,0.00
2020-11-19,7.9,3.30,3.30
2020-11-20,7.8,0.00,0.00
2020-11-21,5.5,0.00,0.00
2020-11-22,5.6,0.00,0.00
2020-11-23,5.5,1.10,1.10
2020-11-24,1.9,0.00,0.00
2020-11-25,2.6,0.00,0.00
2020-11-26,2.3,0.00,0.00
2020-11-27,1.5,0.00,0.00
2020-11-28,3.0,0.00,0.00
2020-11-29,5.1,0.10,0.10
2020-11-30,4.6,0.10,0.10
2020-12-01,2.1,0.00,0.00
2020-12-02,0.2,0.00,0.00
2020-12-03,1.9,4.60,2.00
2020-12-04,3.8,0.40,0.40
2020-12-05,9.9,0.00,0.00
2020-12-06,10.4,0.00,0.00
2020-12-07,8.3,2.70,2.70
2020-12-08,5.6,0.00,0.00
2020-12-09,7.0,3.30,3.30
2020-12-10,5.3,9.70,9.50
2020-12-11,3.7,0.00,0.00
2020-12-12,3.3,0.00,0.00
2020-12-13,4.0,0.00,0.00
2020-12-14,6.0,0.00,0.00
2020-12-15,3.4,0.10,0.10
2020-12-16,3.2,0.40,0.40
2020-12-17,3.4,0.00,0.00
2020-12-18,3.0,0.00,0.00
2020-12-19,3.0,0.50,0.50
2020-12-20,3.5,0.60,0.60
2020-12-21,3.9,0.00,0.00
2020-12-22,6.4,4.60,4.60
2020-12-23,9.3,2.00,2.00
2020-12-24,8.5,5.50,5.50
2020-12-25,6.5,0.00,0.00
2020-12-26,2.7,0.00,0.00
2020-12-27,1.5,0.10,0.00
2020-12-28,6.4,2.90,2.90
2020-12-29,8.0,4.90,4.90
2020-12-30,5.9,3.40,3.40
2020-12-31,4.5,0.00,0.00
2021-01-01,0.5,0.00,0.00
2021-01-02,5.7,0.50,0.50
2021-01-03,6.5,2.10,2.10
2021-01-04,4.7,1.80,1.80
2021-01-05,4.5,0.00,0.00
2021-01-06,3.8,7.40,3.50
2021-01-07,3.7,0.00,0.00
2021-01-08,2.7,0.00,0.00
2021-01-09,3.0,0.00,0.00
2021-01-10,0.6,0.00,0.00
2021-01-11,1.0,0.00,0.00
2021-01-12,1.1,2.50,0.20
2021-01-13,3.7,1.00,0.50
2021-01-14,1.8,2.00,0.00
2021-01-15,1.7,0.30,0.00
2021-01-16,-1.2,0.00,0.00
2021-01-17,-0.8,0.20,0.00
2021-01-18,0.5,1.60,0.00
2021-01-19,3.9,1.70,1.00
2021-01-20,7.8,0.70,0.70
2021-01-21,5.8,0.00,0.00
2021-01-22,12.3,1.20,1.20
2021-01-23,10.0,4.80,4.80
2021-01-24,5.4,2.00,1.00
2021-01-25,4.4,0.00,0.00
2021-01-26,3.7,0.20,0.00
2021-01-27,3.5,0.00,0.00
2021-01-28,4.8,6.40,4.50
2021-01-29,7.1,6.80,6.60
2021-01-30,10.8,2.40,2.40
2021-01-31,2.4,0.00,0.00
2021-02-01,3.0,0.00,0.00
2021-02-02,3.5,1.00,1.00
2021-02-03,6.2,2.30,2.30
2021-02-04,12.5,0.20,0.20
2021-02-05,9.3,0.20,0.20
2021-02-06,5.2,1.30,1.30
2021-02-07,2.8,9.00,9.00
2021-02-08,2.9,8.70,7.70
2021-02-09,1.5,2.10,1.60
2021-02-10,0.4,6.40,0.60
2021-02-11,-4.1,0.00,0.00
2021-02-12,-4.1,0.00,0.00
2021-02-13,-2.1,0.00,0.00
2021-02-14,-0.0,0.00,0.00
2021-02-15,1.8,0.00,0.00
2021-02-16,-0.2,1.40,0.00
2021-02-17,7.9,1.50,1.50
2021-02-18,11.0,0.00,0.00
2021-02-19,6.3,0.00,0.00
2021-02-20,4.8,0.00,0.00
2021-02-21,6.5,0.00,0.00
2021-02-22,9.4,0.00,0.00
2021-02-23,10.3,0.00,0.00
2021-02-24,14.6,0.00,0.00
2021-02-25,16.7,0.00,0.00
2021-02-26,18.3,0.00,0.00
2021-02-27,9.1,0.60,0.60
2021-02-28,9.2,0.00,0.00
2021-03-01,10.2,0.00,0.00
2021-03-02,11.6,0.00,0.00
2021-03-03,11.8,0.00,0.00
2021-03-04,13.3,0.00,0.00
2021-03-05,6.9,1.20,1.20
2021-03-06,6.1,0.00,0.00
2021-03-07,8.5,0.00,0.00
2021-03-08,6.0,0.00,0.00
2021-03-09,5.0,0.00,0.00
2021-03-10,7.0,0.00,0.00
2021-03-11,7.7,3.20,3.20
2021-03-12,12.3,2.90,2.90
2021-03-13,13.7,0.00,0.00
2021-03-14,8.7,0.80,0.80
2021-03-15,9.5,0.00,0.00
2021-03-16,8.3,2.10,2.10
2021-03-17,7.4,0.30,0.30
2021-03-18,6.1,0.00,0.00
2021-03-19,4.5,1.80,1.60
2021-03-20,3.3,0.10,0.00
2021-03-21,2.3,0.90,0.10
2021-03-22,6.7,0.00,0.00
2021-03-23,8.3,0.50,0.50
2021-03-24,7.9,0.00,0.00
2021-03-25,15.0,0.00,0.00
2021-03-26,18.0,0.00,0.00
2021-03-27,17.7,0.50,0.50
2021-03-28,13.3,0.00,0.00
2021-03-29,17.9,0.20,0.20
2021-03-30,22.4,0.00,0.00
2021-03-31,22.9,0.00,0.00
2021-04-01,24.9,0.10,0.10
2021-04-02,15.0,0.20,0.20
2021-04-03,9.5,1.80,1.80
2021-04-04,8.9,0.00,0.00
2021-04-05,16.8,0.10,0.10
2021-04-06,5.4,1.00,1.00
2021-04-07,6.0,1.60,1.60
2021-04-08,7.6,0.00,0.00
2021-04-09,15.7,0.00,0.00
2021-04-10,19.0,0.00,0.00
2021-04-11,17.5,0.00,0.00
2021-04-12,18.3,8.10,7.60
2021-04-13,4.1,10.40,9.40
2021-04-14,8.0,3.00,2.20
2021-04-15,7.3,0.10,0.10
2021-04-16,8.3,0.00,0.00
2021-04-17,9.3,0.00,0.00
2021-04-18,10.2,0.60,0.60
2021-04-19,11.6,10.00,10.00
2021-04-20,14.4,1.00,1.00
2021-04-21,17.5,0.20,0.20
2021-04-22,13.9,2.10,2.10
2021-04-23,14.8,0.00,0.00
2021-04-24,16.3,0.00,0.00
2021-04-25,15.0,0.00,0.00
2021-04-26,12.0,0.00,0.00
2021-04-27,15.0,0.00,0.00
2021-04-28,17.6,0.00,0.00
2021-04-29,20.7,0.00,0.00
2021-04-30,19.8,1.90,1.90
2021-05-01,21.3,0.00,0.00
2021-05-02,15.7,3.90,3.90
2021-05-03,14.4,0.10,0.10
2021-05-04,20.3,0.00,0.00
2021-05-05,19.7,4.80,4.80
2021-05-06,14.5,0.10,0.10
2021-05-07,14.9,0.40,0.40
2021-05-08,16.3,0.00,0.00
2021-05-09,22.5,0.00,0.00
2021-05-10,26.9,0.00,0.00
2021-05-11,28.4,0.00,0.00
2021-05-12,18.2,2.30,2.30
2021-05-13,13.4,17.50,17.50
2021-05-14,15.9,5.80,5.80
2021-05-15,17.1,4.10,4.10
2021-05-16,20.2,2.90,2.90
2021-05-17,14.1,11.30,11.30
2021-05-18,17.5,0.30,0.30
2021-05-19,16.6,2.20,2.20
2021-05-20,17.8,1.10,1.10
2021-05-21,21.5,0.10,0.10
2021-05-22,16.1,4.50,4.50
2021-05-23,14.6,5.90,5.90
2021-05-24,16.0,7.10,7.10
2021-05-25,14.2,8.20,8.20
2021-05-26,20.0,0.00,0.00
2021-05-27,17.0,2.50,2.50
2021-05-28,18.2,0.00,0.00
2021-05-29,17.7,0.00,0.00
2021-05-30,15.7,0.60,0.60
2021-05-31,19.2,0.00,0.00
2021-06-01,20.6,0.00,0.00
2021-06-02,23.4,0.00,0.00
2021-06-03,25.1,0.00,0.00
2021-06-04,27.2,0.00,0.00
2021-06-05,27.9,0.20,0.20
2021-06-06,25.1,4.30,4.30
2021-06-07,27.0,0.00,0.00
2021-06-08,27.7,0.00,0.00
2021-06-09,27.8,0.10,0.10
2021-06-10,27.2,0.20,0.20
2021-06-11,25.7,5.00,5.00
2021-06-12,26.4,1.60,1.60
2021-06-13,20.5,0.10,0.10
2021-06-14,22.6,0.00,0.00
2021-06-15,26.5,0.00,0.00
2021-06-16,29.4,0.00,0.00
2021-06-17,30.2,0.00,0.00
2021-06-18,31.2,0.00,0.00
2021-06-19,32.4,0.00,0.00
2021-06-20,31.7,0.00,0.00
2021-06-21,31.6,6.60,6.60
2021-06-22,30.4,0.30,0.30
2021-06-23,29.8,0.00,0.00
2021-06-24,31.9,0.00,0.00
2021-06-25,26.4,0.20,0.20
2021-06-26,26.8,0.00,0.00
2021-06-27,29.2,0.00,0.00
2021-06-28,32.5,0.00,0.00
2021-06-29,32.0,0.00,0.00
2021-06-30,26.6,1.70,1.70
2021-07-01,23.0,0.00,0.00
2021-07-02,20.9,0.00,0.00
2021-07-03,26.0,0.00,0.00
2021-07-04,26.7,0.00,0.00
2021-07-05,28.2,0.00,0.00
2021-07-06,32.7,0.00,0.00
2021-07-07,30.6,0.00,0.00
2021-07-08,35.6,0.30,0.30
2021-07-09,25.7,1.30,1.30
2021-07-10,28.5,0.00,0.00
2021-07-11,22.2,13.60,13.60
2021-07-12,26.9,2.80,2.80
2021-07-13,32.6,0.00,0.00
2021-07-14,28.9,5.40,5.40
2021-07-15,26.9,0.00,0.00
2021-07-16,30.2,0.00,0.00
2021-07-17,27.3,21.20,21.20
2021-07-18,28.3,4.70,4.70
2021-07-19,29.0,0.00,0.00
2021-07-20,24.6,0.00,0.00
2021-07-21,25.3,0.00,0.00
2021-07-22,27.0,0.00,0.00
2021-07-23,28.0,0.00,0.00
2021-07-24,29.6,0.00,0.00
2021-07-25,29.3,12.70,12.70
2021-07-26,31.3,0.60,0.60
2021-07-27,29.8,0.00,0.00
2021-07-28,32.4,1.70,1.70
2021-07-29,28.9,0.30,0.30
2021-07-30,30.5,0.00,0.00
2021-07-31,28.4,12.30,12.30
2021-08-01,24.0,20.50,20.50
2021-08-02,24.2,0.10,0.10
2021-08-03,25.9,0.40,0.40
2021-08-04,23.7,4.00,4.00
2021-08-05,17.8,28.70,28.70
2021-08-06,23.1,2.50,2.50
2021-08-07,28.3,0.10,0.10
2021-08-08,23.7,0.20,0.20
2021-08-09,26.4,0.00,0.00
2021-08-10,29.4,0.00,0.00
2021-08-11,28.4,0.00,0.00
2021-08-12,28.8,0.00,0.00
2021-08-13,30.6,0.00,0.00
2021-08-14,32.3,0.50,0.50
2021-08-15,32.3,0.00,0.00
2021-08-16,30.4,24.80,24.80
2021-08-17,20.3,6.10,6.10
2021-08-18,21.0,0.30,0.30
2021-08-19,24.1,0.30,0.30
2021-08-20,25.5,0.20,0.20
2021-08-21,26.5,0.00,0.00
2021-08-22,27.1,0.50,0.50
2021-08-23,22.3,7.60,7.60
2021-08-24,20.8,1.10,1.10
2021-08-25,19.6,0.00,0.00
2021-08-26,18.2,3.10,3.10
2021-08-27,18.4,2.30,2.30
2021-08-28,19.0,7.20,7.20
2021-08-29,18.9,0.60,0.60
2021-08-30,20.9,0.80,0.80
2021-08-31,19.5,3.50,3.50
2021-09-01,21.4,0.00,0.00
2021-09-02,22.1,0.00,0.00
2021-09-03,23.9,0.00,0.00
2021-09-04,25.1,0.00,0.00
2021-09-05,24.4,0.00,0.00
2021-09-06,23.7,0.00,0.00
2021-09-07,23.0,0.00,0.00
2021-09-08,25.7,0.00,0.00
2021-09-09,26.5,0.00,0.00
2021-09-10,26.8,0.00,0.00
2021-09-11,26.7,0.00,0.00
2021-09-12,26.3,2.60,2.60
2021-09-13,26.5,2.30,2.30
2021-09-14,27.0,0.00,0.00
2021-09-15,28.0,0.00,0.00
2021-09-16,26.9,5.40,5.40
2021-09-17,19.8,23.00,23.00
2021-09-18,17.4,0.50,0.50
2021-09-19,16.8,0.00,0.00
2021-09-20,15.6,0.00,0.00
2021-09-21,15.9,0.00,0.00
2021-09-22,14.8,6.10,6.10
2021-09-23,20.7,0.00,0.00
2021-09-24,20.5,0.00,0.00
2021-09-25,25.1,0.00,0.00
2021-09-26,24.0,0.20,0.20
2021-09-27,17.7,7.20,7.20
2021-09-28,22.7,1.20,1.20
2021-09-29,17.5,3.50,3.50
2021-09-30,17.6,0.60,0.60
2021-10-01,18.7,0.00,0.00
2021-10-02,19.1,0.00,0.00
2021-10-03,23.0,0.00,0.00
2021-10-04,23.4,0.00,0.00
2021-10-05,24.6,0.00,0.00
2021-10-06,17.7,3.50,3.50
2021-10-07,14.4,9.10,9.10
2021-10-08,16.7,0.00,0.00
2021-10-09,14.5,0.00,0.00
2021-10-10,11.5,0.70,0.70
2021-10-11,15.6,0.00,0.00
2021-10-12,12.3,1.00,1.00
2021-10-13,10.7,3.00,3.00
2021-10-14,12.7,0.00,0.00
2021-10-15,14.9,0.00,0.00
2021-10-16,14.9,0.00,0.00
2021-10-17,14.0,0.00,0.00
2021-10-18,14.4,0.00,0.00
2021-10-19,15.8,0.00,0.00
2021-10-20,18.9,0.00,0.00
2021-10-21,18.5,0.20,0.20
2021-10-22,15.0,0.00,0.00
2021-10-23,12.5,0.00,0.00
2021-10-24,13.1,0.00,0.00
2021-10-25,13.7,0.00,0.00
2021-10-26,11.5,0.00,0.00
2021-10-27,15.7,0.00,0.00
2021-10-28,14.5,0.00,0.00
2021-10-29,15.1,0.00,0.00
2021-10-30,14.6,0.00,0.00
2021-10-31,15.3,0.00,0.00
2021-11-01,15.2,0.70,0.70
2021-11-02,10.0,14.80,14.80
2021-11-03,12.7,4.60,4.60
2021-11-04,13.4,6.80,6.80
2021-11-05,12.0,0.00,0.00
2021-11-06,11.9,0.00,0.00
2021-11-07,11.8,0.00,0.00
2021-11-08,11.0,0.00,0.00
2021-11-09,12.4,0.00,0.00
2021-11-10,10.5,0.00,0.00
2021-11-11,6.8,0.00,0.00
2021-11-12,7.1,0.00,0.00
2021-11-13,5.2,0.10,0.10
2021-11-14,7.1,0.30,0.30
2021-11-15,8.3,0.00,0.00
2021-11-16,10.6,0.00,0.00
2021-11-17,6.6,0.00,0.00
2021-11-18,10.3,0.00,0.00
2021-11-19,12.1,0.00,0.00
2021-11-20,12.1,0.00,0.00
2021-11-21,6.6,0.00,0.00
2021-11-22,7.9,0.50,0.50
